Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g)
Vegetarian,356,Lunch,Lemon Rasam + Jeera Rice + Drumstick Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,491,73,16,12
Vegetarian,356,Evening Snack,Anjeer (Dried Fig),"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,159,17,6,5
Vegetarian,356,Dinner,Mixed Millet Dosa + Baked Rotti Chips,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,349,51,10,9
Vegetarian,356,Day Total,,—,Balanced,1326,171,43,40
Vegetarian,357,Breakfast,Mixed Millet Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,191,35,5,3
Vegetarian,357,Morning Snack,Bitter Gourd Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,172,16,6,8
Vegetarian,357,Lunch,Ash Gourd Dal + Veg Pulao + Hyacinth Beans Sagu,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Hyacinth 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,522,84,16,14
Vegetarian,357,Evening Snack,Capsicum Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,167,14,6,9
Vegetarian,357,Dinner,Nuchina Unde + Moong Sprouts Huli,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,306,50,9,8
Vegetarian,357,Day Total,,—,Balanced,1358,199,42,42
Vegetarian,358,Breakfast,Avalakki Mixture (roasted),"Flattened Rice 40g, Onion 20g, Curry Leaves 2g, Green Chili 5g, Oil 5ml",Healthy,167,19,6,6
Vegetarian,358,Morning Snack,Black-eyed Peas Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,122,15,4,5
Vegetarian,358,Lunch,Mixed Veg Sambar + Tomato Rice + Baby Corn Koddelu,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,476,72,16,12
Vegetarian,358,Evening Snack,Beans Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,166,14,6,8
Vegetarian,358,Dinner,Masala Dosa + Moong Sprouts Huli,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,323,53,10,8
Vegetarian,358,Day Total,,—,Balanced,1254,173,42,39
Vegetarian,359,Breakfast,Parotta,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,201,32,5,3
Vegetarian,359,Morning Snack,Green Peas Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,160,15,6,8
Vegetarian,359,Lunch,Koli Saaru + Coconut Rice + Apple,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,519,88,18,13
Vegetarian,359,Evening Snack,Radish Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,120,13,4,5
Vegetarian,359,Dinner,Adai Dosa + Field Beans Gojju,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Field 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,360,50,12,11
Vegetarian,359,Day Total,,—,Balanced,1360,198,45,40
Vegetarian,360,Breakfast,Buttermilk Glass,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,168,16,5,6
Vegetarian,360,Morning Snack,Bottle Gourd Gojju,"Bottle 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,122,14,4,6
Vegetarian,360,Lunch,Togari Bele Saaru + Veg Pulao + Steamed Corn-on-cob,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,541,87,19,14
Vegetarian,360,Evening Snack,Beetroot Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,118,13,4,5
Vegetarian,360,Dinner,Masala Dosa + Coriander Stems Koddelu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,313,54,9,8
Vegetarian,360,Day Total,,—,Balanced,1262,184,41,39
Vegetarian,361,Breakfast,Veg Semiya Upma,"Rava 40g, Onion 20g, Green Chili 5g, Curry Leaves 2g, Oil 5ml",Healthy,359,55,9,9
Vegetarian,361,Morning Snack,Carrot Masala,"Carrot 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,163,13,6,8
Vegetarian,361,Lunch,Soppu Saaru + Coconut Rice + Sprouted Horse Gram Usli,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Pulses 40g, Onion 20g, Curry Leaves 2g, Coconut 10g, Oil 5ml",Healthy,512,85,17,14
Vegetarian,361,Evening Snack,Knol Khol Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,116,15,4,5
Vegetarian,361,Dinner,Thatte Idli + Beans Mustard Curry,"Rice 50g, Urad Dal 20g, Salt 2g + Beans 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,316,48,9,8
Vegetarian,361,Day Total,,—,Balanced,1466,216,45,44
Vegetarian,362,Breakfast,Veg Sandwich,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,348,58,9,9
Vegetarian,362,Morning Snack,Spinach Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,153,15,6,8
Vegetarian,362,Lunch,Huruli Saaru + Ghee Rice + Nati Koli Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,496,87,16,12
Vegetarian,362,Evening Snack,Cowpeas Coconut Curry,"Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,172,14,6,8
Vegetarian,362,Dinner,Chapati + Raisins Handful,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,359,48,10,8
Vegetarian,362,Day Total,,—,Balanced,1528,222,47,45
Vegetarian,363,Breakfast,Maddur Vada (baked),"Lentils 40g, Onion 20g, Green Chili 5g, Oil 10ml",Healthy,330,52,9,9
Vegetarian,363,Morning Snack,Coconut Chunks,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,156,18,5,6
Vegetarian,363,Lunch,Kundapura Chicken Curry + Jeera Rice + Baked Plantain Slices,"Kundapura 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,538,82,16,14
Vegetarian,363,Evening Snack,Cabbage Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,173,13,5,8
Vegetarian,363,Dinner,Onion Dosa + Black-eyed Peas Tovve,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,311,52,9,8
Vegetarian,363,Day Total,,—,Balanced,1508,217,44,45
Vegetarian,364,Breakfast,Veg Salad Cup,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,149,18,5,6
Vegetarian,364,Morning Snack,Capsicum Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,167,14,6,9
Vegetarian,364,Lunch,Drumstick Sambar + Tomato Rice + Black-eyed Peas Kayi Saaru,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,505,78,17,12
Vegetarian,364,Evening Snack,Drumstick Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,121,15,4,5
Vegetarian,364,Dinner,Jolada Rotti + Chaas with Roasted Cumin,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,368,51,9,9
Vegetarian,364,Day Total,,—,Balanced,1310,176,41,41
Vegetarian,365,Breakfast,Moode Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,181,39,5,3
Vegetarian,365,Morning Snack,Cowpeas Kurma,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,126,15,4,5
Vegetarian,365,Lunch,Ridge Gourd Dal + Ghee Rice + Broccoli Sagu,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Broccoli 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,476,84,16,12
Vegetarian,365,Evening Snack,Black-eyed Peas Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,111,15,4,5
Vegetarian,365,Dinner,Chapati + Capsicum Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,366,44,12,11
Vegetarian,365,Day Total,,—,Balanced,1260,197,41,36
Vegetarian,366,Breakfast,Buttermilk Glass,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,168,16,5,6
Vegetarian,366,Morning Snack,Chow Chow Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,150,15,7,8
Vegetarian,366,Lunch,Pepper Rasam + Steamed Rice + Baked Plantain Slices,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,514,75,18,14
Vegetarian,366,Evening Snack,Broccoli Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,126,15,4,4
Vegetarian,366,Dinner,Benne Dosa + Bitter Gourd Mustard Curry,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Bitter 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,364,53,10,10
Vegetarian,366,Day Total,,—,Balanced,1322,174,44,42
Vegetarian,367,Breakfast,Puliyogare,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,336,61,11,9
Vegetarian,367,Morning Snack,Green Peas Huli,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,125,15,4,5
Vegetarian,367,Lunch,Tamarind Rasam + Peas Pulao + Plain Dosa Roll,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,515,82,18,13
Vegetarian,367,Evening Snack,Plain Dosa Roll,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,164,16,5,6
Vegetarian,367,Dinner,Thatte Idli + Broccoli Kootu,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,317,50,9,8
Vegetarian,367,Day Total,,—,Balanced,1457,224,47,41
Vegetarian,368,Breakfast,Ragi Rotti,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g",Healthy,187,32,5,3
Vegetarian,368,Morning Snack,Hyacinth Beans Gojju,"Hyacinth 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,126,13,4,5
Vegetarian,368,Lunch,Mixed Veg Sambar + Veg Pulao + Kundapura Chicken Curry,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Kundapura 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,479,83,15,12
Vegetarian,368,Evening Snack,Beans Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,166,14,6,8
Vegetarian,368,Dinner,Rava Dosa + Cauliflower Sagu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Cauliflower 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,307,46,9,8
Vegetarian,368,Day Total,,—,Balanced,1265,188,39,36
Vegetarian,369,Breakfast,Tender Coconut Malai,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,166,17,5,6
Vegetarian,369,Morning Snack,Chow Chow Tovve,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,115,12,4,5
Vegetarian,369,Lunch,Pepper Rasam + Tamarind Rice + Bottle Gourd Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,524,83,16,15
Vegetarian,369,Evening Snack,Tomato Coconut Curry,"Tomato 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,160,16,6,7
Vegetarian,369,Dinner,Onion Dosa + Coriander Stems Pepper Saaru,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,351,50,12,11
Vegetarian,369,Day Total,,—,Balanced,1316,178,43,44
Vegetarian,370,Breakfast,Puliyogare,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,336,61,11,9
Vegetarian,370,Morning Snack,Carrot Koddelu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,113,15,4,5
Vegetarian,370,Lunch,Kalu Saaru + Peas Pulao + Field Beans Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,490,71,17,12
Vegetarian,370,Evening Snack,Potato Kootu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,120,13,4,5
Vegetarian,370,Dinner,Akki Rotti + Bottle Gourd Pepper Saaru,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,351,51,11,11
Vegetarian,370,Day Total,,—,Balanced,1410,211,47,42
Vegetarian,371,Breakfast,Cucumber Sticks,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,148,16,5,6
Vegetarian,371,Morning Snack,Ridge Gourd Masala,"Ridge 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,150,12,6,9
Vegetarian,371,Lunch,Koli Saaru + Coconut Rice + Boiled Peanuts,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,517,88,17,13
Vegetarian,371,Evening Snack,Cowpeas Gojju,"Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,118,13,4,5
Vegetarian,371,Dinner,Sajje Rotti + Almonds Handful,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,339,53,10,10
Vegetarian,371,Day Total,,—,Balanced,1272,182,42,43
Vegetarian,372,Breakfast,Veg Semiya Upma,"Rava 40g, Onion 20g, Green Chili 5g, Curry Leaves 2g, Oil 5ml",Healthy,359,55,9,9
Vegetarian,372,Morning Snack,Baby Corn Coconut Curry,"Baby 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,167,13,5,8
Vegetarian,372,Lunch,Lemon Rasam + Jeera Rice + Cauliflower Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,474,75,16,12
Vegetarian,372,Evening Snack,Ivy Gourd Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,158,13,6,7
Vegetarian,372,Dinner,Mixed Millet Dosa + Boiled Sweet Potato,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,358,55,10,10
Vegetarian,372,Day Total,,—,Balanced,1516,211,46,46
Vegetarian,373,Breakfast,Shavige Bath,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,357,53,9,10
Vegetarian,373,Morning Snack,Cowpeas Kurma,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,126,15,4,5
Vegetarian,373,Lunch,Kundapura Chicken Curry + Tamarind Rice + Mutton Pepper Curry,"Kundapura 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Mutton 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,495,86,15,12
Vegetarian,373,Evening Snack,Chow Chow Masala,"Chow 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,112,12,4,4
Vegetarian,373,Dinner,Benne Dosa + Watermelon Slices,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,371,54,10,9
Vegetarian,373,Day Total,,—,Balanced,1461,220,42,40
Vegetarian,374,Breakfast,Chapati,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,199,31,5,3
Vegetarian,374,Morning Snack,Pumpkin Kayi Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,111,13,4,5
Vegetarian,374,Lunch,Bas Saaru + Jeera Rice + Bamboo Shoot Sagu,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Bamboo 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,539,72,19,16
Vegetarian,374,Evening Snack,Coconut Chunks,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,156,18,5,6
Vegetarian,374,Dinner,Jolada Rotti + Field Beans Sagu,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Field 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,314,47,9,7
Vegetarian,374,Day Total,,—,Balanced,1319,181,42,37
Vegetarian,375,Breakfast,Chicken Dosa Roll,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,346,51,11,10
Vegetarian,375,Morning Snack,Green Peas Huli,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g",Healthy,125,15,4,5
Vegetarian,375,Lunch,Bas Saaru + Tamarind Rice + Chaas with Roasted Cumin,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,530,78,16,13
Vegetarian,375,Evening Snack,Horse Gram Coconut Curry,"Horse 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,161,13,6,8
Vegetarian,375,Dinner,Sajje Rotti + Baby Corn Pepper Saaru,"Wheat Flour 50g, Water 30ml, Oil 5ml, Salt 2g + Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,302,49,9,8
Vegetarian,375,Day Total,,—,Balanced,1464,206,46,44
Vegetarian,376,Breakfast,Groundnut Laddu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,158,17,6,6
Vegetarian,376,Morning Snack,Cowpeas Masala,"Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,117,15,4,4
Vegetarian,376,Lunch,Pepper Rasam + Lemon Rice + Bitter Gourd Tovve,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,564,80,18,15
Vegetarian,376,Evening Snack,Snake Gourd Mustard Curry,"Snake 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,168,14,6,8
Vegetarian,376,Dinner,Adai Dosa + Mushroom Kootu,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,323,48,9,8
Vegetarian,376,Day Total,,—,Balanced,1330,174,43,41
Vegetarian,377,Breakfast,Kotte Kadubu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,202,38,5,3
Vegetarian,377,Morning Snack,Dry Fruit Laddu,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,172,16,5,6
Vegetarian,377,Lunch,Avarekalu Saaru + Tomato Rice + Bitter Gourd Tovve,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,560,73,17,15
Vegetarian,377,Evening Snack,Green Peas Gojju,"Green 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,161,15,6,8
Vegetarian,377,Dinner,Moode Idli + Knol Khol Koddelu,"Rice 50g, Urad Dal 20g, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,298,54,10,8
Vegetarian,377,Day Total,,—,Balanced,1393,196,43,40
Vegetarian,378,Breakfast,Uttapam,"Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,204,35,5,3
Vegetarian,378,Morning Snack,Ivy Gourd Coconut Curry,"Ivy 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,156,14,7,9
Vegetarian,378,Lunch,Drumstick Sambar + Tomato Rice + Salted Lassi,"Rice 50g, Toor Dal 20g, Tamarind 5g, Onion 20g, Tomato 20g, Oil 5ml, Sambar Powder 5g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,552,80,18,13
Vegetarian,378,Evening Snack,Chow Chow Pepper Saaru,"Rice 50g, Tamarind 5g, Tomato 20g, Pepper 2g, Curry Leaves 2g, Oil 5ml",Healthy,150,15,7,8
Vegetarian,378,Dinner,Paper Dosa + Coconut Chunks,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g + Vegetables 100g, Onion 20g, Tomato 20g, Spices 5g, Oil 5ml",Healthy,350,54,10,9
Vegetarian,378,Day Total,,—,Balanced,1412,198,47,42
Vegetarian,379,Breakfast,Peanut Sundal,"Lentils 40g, Onion 20g, Tomato 20g, Turmeric 2g, Oil 5ml",Healthy,172,19,5,6
Vegetarian,379,Morning Snack,Cowpeas Coconut Curry,"Cowpeas 100g, Onion 20g, Tomato 20g, Coconut 20g, Tamarind 5g, Spices 5g, Oil 5ml",Healthy,172,14,6,8
