Diet Type,Day,Meal,Dish Combo,Ingredients (per serving),Healthy Tag,Calories (kcal),Carbs (g),Protein (g),Fats (g),Batch
Jain,292,Breakfast,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,292,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,292,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,292,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,292,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,292,Day Total,,—,Balanced,1460,232,45,35,.\batch2_jain_mealplan.csv
Jain,293,Breakfast,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,293,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,293,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,293,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,293,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,293,Day Total,,—,Balanced,1620,244,44,41,.\batch2_jain_mealplan.csv
Jain,294,Breakfast,Dibba Rotti,"Urad Dal 30g, Rice 60g, Oil 5ml, Salt 2g",Healthy,280,44,7,6,.\batch2_jain_mealplan.csv
Jain,294,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,294,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,294,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,294,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,294,Day Total,,—,Balanced,1440,225,41,35,.\batch2_jain_mealplan.csv
Jain,295,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch2_jain_mealplan.csv
Jain,295,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,295,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,295,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,295,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,295,Day Total,,—,Balanced,1440,242,46,30,.\batch2_jain_mealplan.csv
Jain,296,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch2_jain_mealplan.csv
Jain,296,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,296,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,296,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,296,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,296,Day Total,,—,Balanced,1580,246,45,41,.\batch2_jain_mealplan.csv
Jain,297,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch2_jain_mealplan.csv
Jain,297,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,297,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,297,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,297,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,297,Day Total,,—,Balanced,1490,233,45,35,.\batch2_jain_mealplan.csv
Jain,298,Breakfast,Uttapam,"Idli-Dosa Batter 70g, Tomato 20g, Chili 5g, Oil 5ml, Salt 2g",Healthy,300,50,8,6,.\batch2_jain_mealplan.csv
Jain,298,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,298,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,298,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,298,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,298,Day Total,,—,Balanced,1500,247,46,33,.\batch2_jain_mealplan.csv
Jain,299,Breakfast,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,299,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,299,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,299,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,299,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,299,Day Total,,—,Balanced,1580,239,43,40,.\batch2_jain_mealplan.csv
Jain,300,Breakfast,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,300,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,300,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,300,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,300,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,300,Day Total,,—,Balanced,1460,221,42,38,.\batch2_jain_mealplan.csv
Jain,301,Breakfast,Dibba Rotti,"Urad Dal 30g, Rice 60g, Oil 5ml, Salt 2g",Healthy,280,44,7,6,.\batch2_jain_mealplan.csv
Jain,301,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,301,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,301,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,301,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,301,Day Total,,—,Balanced,1480,241,45,33,.\batch2_jain_mealplan.csv
Jain,302,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch2_jain_mealplan.csv
Jain,302,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,302,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,302,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,302,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,302,Day Total,,—,Balanced,1560,249,44,35,.\batch2_jain_mealplan.csv
Jain,303,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch2_jain_mealplan.csv
Jain,303,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,303,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,303,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,303,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,303,Day Total,,—,Balanced,1420,223,43,38,.\batch2_jain_mealplan.csv
Jain,304,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch2_jain_mealplan.csv
Jain,304,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,304,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,304,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,304,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,304,Day Total,,—,Balanced,1530,249,49,33,.\batch2_jain_mealplan.csv
Jain,305,Breakfast,Uttapam,"Idli-Dosa Batter 70g, Tomato 20g, Chili 5g, Oil 5ml, Salt 2g",Healthy,300,50,8,6,.\batch2_jain_mealplan.csv
Jain,305,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,305,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,305,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,305,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,305,Day Total,,—,Balanced,1620,254,44,38,.\batch2_jain_mealplan.csv
Jain,306,Breakfast,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,306,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,306,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,306,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,306,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,306,Day Total,,—,Balanced,1420,216,41,37,.\batch2_jain_mealplan.csv
Jain,307,Breakfast,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,307,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,307,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,307,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,307,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,307,Day Total,,—,Balanced,1500,237,46,36,.\batch2_jain_mealplan.csv
Jain,308,Breakfast,Dibba Rotti,"Urad Dal 30g, Rice 60g, Oil 5ml, Salt 2g",Healthy,280,44,7,6,.\batch2_jain_mealplan.csv
Jain,308,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,308,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,308,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,308,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,308,Day Total,,—,Balanced,1600,248,43,38,.\batch2_jain_mealplan.csv
Jain,309,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch2_jain_mealplan.csv
Jain,309,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,309,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,309,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,309,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,309,Day Total,,—,Balanced,1400,226,42,32,.\batch2_jain_mealplan.csv
Jain,310,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch2_jain_mealplan.csv
Jain,310,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,310,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,310,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,310,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,310,Day Total,,—,Balanced,1460,239,47,36,.\batch2_jain_mealplan.csv
Jain,311,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch2_jain_mealplan.csv
Jain,311,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,311,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,311,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,311,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,311,Day Total,,—,Balanced,1650,256,47,38,.\batch2_jain_mealplan.csv
Jain,312,Breakfast,Uttapam,"Idli-Dosa Batter 70g, Tomato 20g, Chili 5g, Oil 5ml, Salt 2g",Healthy,300,50,8,6,.\batch2_jain_mealplan.csv
Jain,312,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,312,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,312,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,312,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,312,Day Total,,—,Balanced,1460,231,42,35,.\batch2_jain_mealplan.csv
Jain,313,Breakfast,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,313,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,313,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,313,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,313,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,313,Day Total,,—,Balanced,1460,232,45,35,.\batch2_jain_mealplan.csv
Jain,314,Breakfast,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,314,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,314,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,314,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,314,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,314,Day Total,,—,Balanced,1620,244,44,41,.\batch2_jain_mealplan.csv
Jain,315,Breakfast,Dibba Rotti,"Urad Dal 30g, Rice 60g, Oil 5ml, Salt 2g",Healthy,280,44,7,6,.\batch2_jain_mealplan.csv
Jain,315,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,315,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,315,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,315,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,315,Day Total,,—,Balanced,1440,225,41,35,.\batch2_jain_mealplan.csv
Jain,316,Breakfast,Idli,"Rice 50g, Urad Dal 20g, Salt 2g",Healthy,240,45,8,3,.\batch2_jain_mealplan.csv
Jain,316,Morning Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,316,Lunch,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,316,Evening Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,316,Dinner,Pappu+Rice,"Rice 60g, Toor Dal 20g, Tomato 20g, Oil 5ml, Spices 5g",Healthy,390,66,13,8,.\batch2_jain_mealplan.csv
Jain,316,Day Total,,—,Balanced,1440,242,46,30,.\batch2_jain_mealplan.csv
Jain,317,Breakfast,Dosa,"Rice 50g, Urad Dal 15g, Oil 5ml, Salt 2g",Healthy,260,42,9,9,.\batch2_jain_mealplan.csv
Jain,317,Morning Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,317,Lunch,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,317,Evening Snack,Garelu,"Urad Dal 60g, Rice Flour 10g, Oil 5ml, Salt 2g",Healthy,300,40,8,9,.\batch2_jain_mealplan.csv
Jain,317,Dinner,Pulusu+Rice,"Rice 50g, Vegetable 100g (no root veg), Tamarind 5g, Chili 5g, Curry Leaves 2g, Oil 5ml, Spices 5g",Healthy,360,62,10,7,.\batch2_jain_mealplan.csv
Jain,317,Day Total,,—,Balanced,1580,246,45,41,.\batch2_jain_mealplan.csv
Jain,318,Breakfast,Pesarattu,"Green Gram 60g, Chili 5g, Cumin 2g, Oil 5ml, Salt 2g",Healthy,330,52,11,6,.\batch2_jain_mealplan.csv
Jain,318,Morning Snack,Corn,"Corn 80g, Chili Powder 2g, Lemon Juice 5ml, Salt 2g",Healthy,160,30,5,3,.\batch2_jain_mealplan.csv
Jain,318,Lunch,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
Jain,318,Evening Snack,Punugulu,"Idli-Dosa Batter 60g, Rice Flour 20g, Oil 5ml, Salt 2g",Healthy,260,35,7,8,.\batch2_jain_mealplan.csv
Jain,318,Dinner,Kura+Rice,"Rice 50g, Vegetable 120g (no root veg), Tomato 20g, Curry Leaves 2g, Mustard Seeds 2g, Oil 5ml, Spices 5g",Healthy,370,58,11,9,.\batch2_jain_mealplan.csv
